super_opeid,name,region,state,fips,cz,czname,cfips,county,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,multi,hbcu,flagship,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
3252,Delaware Valley College Of Science & Agriculture,Northeast,PA,Pennsylvania,19700,Philadelphia,42017,Bucks,18901,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4928.3926,6161.9531,0,0,0,33826,16696,-2.3615983,.51174933,7138.335,46347.184,990.96918,980,21327,2.3293791,42200,,12931523,8343965,.0044817929,.035294119,.016806724,.00056022411,2.2312133,23.831644,0,0,5.1136365,66.293304,3.2580793,0
4625,Delgado Community College,South,LA,Louisiana,3300,New Orleans,22071,Orleans,70119,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2158.5474,2960.1636,0,0,0,3625,1286,2.0621598,.025484201,5253.4072,40043.223,,,6336,,28200,141.43605,57127124,27408504,.029411765,.39017522,.057259075,.014314769,2.2255313,21.331457,38.706821,12.046059,3.9858282,8.2649326,5.1535444,7.7945085
2251,Delta College,Midwest,MI,Michigan,11900,Saginaw,26017,Bay,48710,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,3093.0034,3804.2197,0,0,0,4847,2480,.45129588,.18683651,8440.958,60995.645,,,2625,,28100,780.23492,41178800,31052388,.0092968587,.067535795,.039752085,.005129301,-.57807374,53.418762,20,0,0,30.19544,-4.853549,0
2403,Delta State University,South,MS,Mississippi,4800,Greenville,28011,Bolivar,38733,Selective public,Selective public,Public,Four-year,Public,Selective,4143.668,4945.499,0,0,0,6562,2696,3.5062866,.42316258,5907.2104,44998.945,949.09119,,12639,-.6999957,33800,5.4397149,22148754,16185736,.0050655543,.28337306,.0026817641,0,5.2017183,33.790897,6.5326633,.67001677,10.887773,7.8844776,31.135883,3.6850922
3042,Denison University,Midwest,OH,Ohio,15900,Columbus,39089,Licking,43023,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,9712.2031,14658.254,0,0,0,45670,22210,.62482309,.75700933,8416.1895,56687.852,,1210,9498,1.8429004,48600,,33044030,18122748,.023244781,.053605314,.017077798,.04316888,29.467836,-.74776006,0,1.9880716,0,17.302034,51.849174,0
1671,Depaul University,Midwest,IL,Illinois,24300,Chicago,17031,Cook,60604,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4736.2461,9180.4531,0,0,0,35071,15420,4.1333156,.63015872,10394.003,66936.219,,1115,22442,-6.2079558,50900,,223722000,96719768,.092393056,.12118044,.1249598,.021148279,12.685785,35.811142,.1891253,16.312056,.09456265,13.54265,27.00812,0
7120,Des Moines Area Community College,Midwest,IA,Iowa,27501,Des Moines,19153,Polk,50023,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2978.2627,3130.0249,0,0,0,4170,2022,2.3633916,.2767624,7058.1406,46151.406,,,9499,,34500,,76517976,40257572,.029187124,.034642663,.017094018,.02991453,-.72779161,29.54364,18.422842,27.46431,4.1468391,9.5252523,-1.4493685,14.683888
91,"Devry University, Devry Institute Of Technology And Denver Technical College",Midwest,IL,Illinois,24300,Chicago,17031,Cook,60618,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Selective,2567.4578,,1,0,0,17132,8371.9004,,.29942209,6660.4678,46477.25,,,19157.549,2.8932338,,,,8788315,.10066867,.24918088,.14139083,.015947843,-.6145153,30.159533,0,0,0,69.12587,-3.1564081,0
3253,Dickinson College,Northeast,PA,Pennsylvania,19200,Harrisburg,42041,Cumberland,17013,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,10495.358,16879.693,0,0,0,47692,24450,1.0090041,.78818738,8725.4688,54648.133,,1235,15278,-.14924502,52100,,39231016,21031102,.026477542,.011347517,.016548464,.01607565,29.943693,4.8169847,0,10,0,13.69695,37.565746,0
2989,Dickinson State University,Midwest,ND,North Dakota,26410,Dickinson,38089,Stark,58601,Selective public,Selective public,Public,Four-year,Public,Selective,2710.4629,6486.2339,0,0,0,6050,2378,2.9143708,.25657895,6318.5151,40667.578,883.61737,,8757,-.40413979,37000,1917.9069,11663307,5772259,.0019880715,.0059642149,.003976143,.0099403579,4.7325845,33.566528,17.056856,7.3578596,0,15.538743,24.016191,0
37243,Digipen Institute Of Technology,West,WA,Washington,39400,Seattle,53033,King,98052,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,,6651.7778,0,0,0,27360,,.92934531,,7660.1606,,1186.403,,29738,1.1701196,,,6055011,,,,,,,,,,,,,
2004,Dillard University,South,LA,Louisiana,3300,New Orleans,22071,Orleans,70122,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5760.4487,10479.156,0,1,0,16252,9445,.8846752,.39018691,6287.0776,53050.125,859.4787,925,15295,3.6981905,34000,,15725514,8423371,.00051203277,.98873526,.0025601638,0,5.8649435,11.685048,34.375,0,5.208333,22.266727,15.312456,0
3671,Dixie State University,West,UT,Utah,35901,St. George,49053,Washington,84770,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,1712.4622,2462.4141,0,0,0,4456,1480,3.9070673,,6487.4194,42556.27,,,14350,,34600,1993.0405,20317048,10939888,.010393701,.0039370079,.020944882,.0045669293,3.3253846,20.869158,3.4267912,23.883698,1.1422638,12.70598,14.278671,19.626169
2544,Doane College,Midwest,NE,Nebraska,28101,Lincoln,31151,Saline,68333,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4135.5103,5416.6211,0,0,0,20208.189,12820,-1.7534835,.615942,5575.8398,45804.094,975.7171,,17693,-5.9602962,42300,,7596894.5,8839370,.0085695451,.026367832,.018457482,.006591958,5.0021076,45.736202,1.9292605,.64308679,1.607717,16.297869,33.42028,0
1913,Dodge City Community College,Midwest,KS,Kansas,29003,Dodge City,20057,Ford,67801,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2007.6927,3489.7888,0,0,0,2700,1512,.92400843,.3576923,5132.9907,35847.309,,,6273,,31400,,5897420,3799273,.013506753,.047523763,.14407204,.0025012507,.89569646,15.09501,29.535866,0,1.2658228,18.490494,22.349741,5.9071732
2713,Dominican College Of Blauvelt,Northeast,NY,New York,19600,Newark,36087,Rockland,10962,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3635.4468,6073.6333,0,0,0,25702,13280,-.40940732,.75294119,7598.0098,37129.922,874.83569,945,18185,-.45930392,51000,,11782069,4931936,.051790282,.15217391,.10549872,0,-3.1328249,16.964718,46.350365,2.189781,4.7445254,8.772296,16.830097,0
1750,Dominican University,Midwest,IL,Illinois,24300,Chicago,17031,Cook,60305,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4518.1753,7412.8149,0,0,0,29770,14820,-1.9623654,.6405229,6684.23,51143.523,941.24957,,13139,-4.8293209,44400,,25822778,11439934,.010647737,.054125998,.13753328,.016858917,13.636434,37.879692,0,7.329843,2.617801,15.729003,30.274086,0
1196,Dominican University Of California,West,CA,California,37800,San Francisco,6041,Marin,94901,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6081.2202,11083.603,0,0,0,41730,17606,-2.5882828,.5,8766.4619,49638.355,1044.6184,,26060,-5.8033834,51400,,22997586,8872164,.11627907,.066596195,.099365748,.026427062,10.988368,22.138878,35.17588,17.58794,0,1.1362362,17.245834,0
1859,Dordt College,Midwest,IA,Iowa,27201,Sioux Center,19167,Sioux,51250,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5454.541,8757.9805,0,0,0,27460,13350,4.9924469,.68035191,5958.7739,39585.332,1079.504,1160,22541,4.795815,38400,,12003022,8241553,.0049295775,.0014084507,.0014084507,.14084508,15.300467,23.036652,0,7.191781,5.1369863,22.745588,29.355036,0
4692,Dorsey School Of Business,Midwest,MI,Michigan,11600,Detroit,26099,Macomb,48066,Less than two-year schools of any type,Less than two-year schools of any type,Private For-profit,Less than Two-year,Private,Missing,7790.1538,32577.455,0,0,0,19033.846,8070,,,,,,,24410.254,,22800,,6168345,1140152,.020986695,.37300232,.031761762,.0027777778,.59131825,17.611244,45.76659,0,0,39.552509,-2.2903268,0
25882,Douglas J Aveda Institute,Midwest,MI,Michigan,11700,Lansing,26065,Ingham,48823,Less than two-year schools of any type,Less than two-year schools of any type,Private For-profit,Less than Two-year,Private,Missing,1729.0786,3673.2788,0,0,0,,,,,,,,,18867,,23100,,2560545,332999,.027272727,.054545455,.063636363,0,-1.257537,1.6650455,0,0,0,.91704607,.26113245,100
2667,Dowling College,Northeast,NY,New York,19400,New York,36103,Suffolk,11769,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3403.1716,6067.2603,0,0,0,29500,14090,.73296714,.86101693,8005.4365,60548.363,,,20762,-1.3276968,43000,,27360868,19558776,.022553656,.11204074,.16806111,.002182612,6.6288834,35.695747,0,11.837456,0,9.0968161,40.325321,.3533569
22239,Drake College Of Business,Northeast,NJ,New Jersey,19600,Newark,34013,Essex,7102,Less than two-year schools of any type,Less than two-year schools of any type,Private For-profit,Less than Two-year,Private,Missing,9738.3701,2729.6558,0,0,0,,3400,,,,,,,20014.295,,25200,,4796563.5,136095,0,.65779465,.17110266,.049429659,-2.0765479,21.549555,79.310349,0,0,.35926282,.75746733,0
1860,Drake University,Midwest,IA,Iowa,27501,Des Moines,19153,Polk,50311,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6808.5166,7521.0293,0,0,0,32246,17890,2.3007801,.73040754,9111.3516,56264.078,1183.9424,1155,20374,-1.7579113,55700,,37925800,32800124,.025951557,.034948096,.015570934,.056401383,12.348535,28.36154,6.6772656,.31796503,0,13.269524,35.728989,0
2603,Drew University,Northeast,NJ,New Jersey,19600,Newark,34027,Morris,7940,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,8081.9673,11714.791,0,0,0,45214,24018,3.633002,.75471699,8532.8809,66659.195,1109.6683,1210,20015,-2.2708552,50900,,28656600,19251098,.057905011,.03383214,.046193883,.017566688,21.297508,-2.2339091,0,6.8111453,0,21.21771,48.678436,0
2461,Drury University,Midwest,MO,Missouri,29700,Springfield,29077,Greene,65802,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3362.031,4763.6694,0,0,0,23885,11204,-.23762064,.64507043,7025.7583,47990.168,,,23806,.45796835,32200,,25637608,14579686,.01208981,.027880583,.01529731,.034048852,5.4787016,18.605314,2.9230769,9.8461542,12.461538,18.482542,30.049335,0
2920,Duke University,South,NC,North Carolina,1701,Raleigh,37063,Durham,27708,Ivy Plus,Ivy Plus,Private Non-profit,Four-year,Private,Elite,29579.375,55341.254,0,0,0,47243,25630,-1.8517755,.93409914,14288.261,97259.305,1463.5732,,6871,5.352993,76700,,837390016,373387424,.12110672,.09375494,.047114626,.03541502,10.069345,.33222166,0,3.7523451,8.9430895,34.58437,41.694939,0
4641,Dunwoody College Of Technology,Midwest,MN,Minnesota,21501,Minneapolis,27053,Hennepin,55403,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Missing,10534.509,8184.979,0,0,0,19652,8250,,.58657241,5198.3818,40981.711,,,25943,-.26872492,46400,,13421770,10312239,.016997168,.060434371,.010387158,.0056657223,-4.7216029,-2.2459488,0,0,0,30.121714,-7.303093,71.267609
3258,Duquesne University Of The Holy Spirit,Northeast,PA,Pennsylvania,16300,Pittsburgh,42003,Allegheny,15282,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6284.8989,8938.1865,0,0,0,32636,16520,.39654863,.70273006,8861.2686,58732.73,1136.0341,1080,19166,.23250896,54300,,88628000,57351364,.015093653,.040734679,.01891253,.033460628,6.5436163,25.661278,17.684595,8.295351,.18231541,4.7720733,35.235668,0
5448,Durham Technical Community College,South,NC,North Carolina,1701,Raleigh,37063,Durham,27703,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2071.4492,3234.5564,0,0,0,2047,904,-.092133448,.090614885,5242.7627,38270.34,,,5265,,29200,243.29469,17303824,11290663,.022583926,.40712106,.018107833,.079145476,-4.7880812,34.537739,42.655369,17.514124,9.6045198,4.1347275,-1.8577992,1.4124293
2864,Dutchess Community College,Northeast,NY,New York,19300,Poughkeepsie,36027,Dutchess,12601,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2487.5479,3087.8501,0,0,0,3635,2420,1.5663739,.25942349,7365.7871,49237.352,,,3819,,31600,314.63031,33413004,14604707,.021725919,.098906107,.053631116,.0016712246,3.1184158,26.534704,11.851851,41.111111,5.4320989,7.9700155,3.7119608,3.3333335
6835,Dyersburg State Community College,South,TN,Tennessee,4902,Dyersburg,47045,Dyer,38024,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2443.1143,2492.6221,0,0,0,3827,1435,-3.5197477,.10824742,5743.0376,41211.582,,,8793,,27600,1590.561,8592265,5567610,.0039508343,.16242318,.008779631,.0030728709,-.38358736,26.864656,28.421053,40,8.4210529,3.6791017,.099528894,0
25561,ETI School Of Skilled Trades,Midwest,IL,Illinois,24300,Chicago,17043,Dupage,60143,Less than two-year schools of any type,Less than two-year schools of any type,Private For-profit,Less than Two-year,Private,Missing,2893.7266,5240.4292,0,0,0,,,,,,,,,17631,,37900,,803401,454532,.022346368,.078212291,.22346368,0,1.9129745,-2.5009046,0,0,0,57.754093,.37263486,46.623795
21785,Eagle Gate College,West,UT,Utah,36100,Salt Lake City,49011,Davis,84041,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,868.18964,5330.9307,0,0,0,17801.76,,.81058127,.11764706,4504.8535,,,,19990.102,,29700,,1539076.1,56090,0,.02631579,0,0,3.2077646,100.12102,0,0,0,.10596706,-1.2596678,0
1793,Earlham College,Midwest,IN,Indiana,12600,Wayne,18177,Wayne,47374,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,7883.4028,16591.998,0,0,0,42870,21070,.24878263,.72241992,7391.106,54721.219,,1205,13270,3.0465827,32300,,18764574,9467276,.021739131,.090579711,.022644928,.047101449,20.530754,2.5946262,0,13.636364,0,20.697008,34.747723,0
12260,East Arkansas Community College,South,AR,Arkansas,5300,West Memphis,5123,St Francis,72335,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2585.2397,3204.2915,0,0,0,2880,1008,1.4187546,.17040358,5199.7251,39957.109,,,2975,,23100,32.429035,4834358,3095110,.0073637702,.38217968,.013254787,.0022091311,-1.1676104,16.424955,37.662338,40.909092,4.5454545,-4.2046313,-5.5256481,0
2923,East Carolina University,South,NC,North Carolina,1900,Jacksonville,37147,Pitt,27858,Selective public,Selective public,Public,Four-year,Public,Selective,7402.5415,10030.859,0,0,0,6143,2257,.41478455,.54455447,7976.2334,54287.883,1040.0328,1030,8583,-2.1535938,39200,2783.5352,261397472,151966464,.01851112,.13557065,.01564789,.0065255025,5.9820075,21.124811,14.504374,7.0699706,4.2274055,15.776646,24.097282,0
8862,East Central College,Midwest,MO,Missouri,24701,St. Louis,29071,Franklin,63084,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2191.9231,2440.2302,0,0,0,3120,1644,-.072435722,.24539877,5410.9214,43663.863,,,6047,,26700,528.91602,9659783,7269990,.0043887147,.0084639499,.0053291535,.0012539185,1.5219148,1.9266437,23.340471,37.687366,17.77302,9.9096708,-1.2066195,4.2826552
2404,East Central Community College,South,MS,Mississippi,10400,Meridian,28101,Newton,39327,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2907.479,3534.9854,0,0,0,2170,1000,.48235869,.39064857,5209.5498,41654.945,,,4715,,27200,,8653135,6663766,.0021824532,.2841554,.0043649063,.0013094719,3.2637389,23.651041,18.876404,20.898876,.22471911,-1.4264718,10.031379,16.629213
3154,East Central University,South,OK,Oklahoma,33901,Ada,40123,Pontotoc,74820,Selective public,Selective public,Public,Four-year,Public,Selective,3263.7891,5154.7456,0,0,0,5599,1918,-1.1332964,.32928944,5222.2256,46054.176,939.62885,,7329,5.7847762,34500,166.4888,23532126,14501502,.0049079754,.028834356,.015030675,.018404908,1.5605866,20.192862,12.773723,4.5620437,15.510948,16.319485,22.580362,0
10997,East Georgia State College,South,GA,Georgia,8702,Statesboro,13107,Emanuel,30401,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,1788.7869,2273.3792,0,0,0,4284,1376,,.13101605,4275.4097,40947.938,,820,5333,,29700,31.896877,6708345,3490465,.011424219,.35567403,.014470678,.007616146,1.1828953,5.4609075,1.2345679,87.65432,0,4.9152565,-2.1289928,2.4691358
2405,East Mississippi Community College,South,MS,Mississippi,10400,Meridian,28069,Kemper,39358,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,3104.7349,3581.626,0,0,0,2600,1040,-.28928864,.21472393,5926.1763,38985.965,,,3961,,25700,50.57803,18071620,9491891,.0074980268,.44948697,.0055248621,0,-6.6305947,11.203289,10.653753,34.382568,0,4.4789762,-1.2668788,37.288136
3320,East Stroudsburg University Of Pennsylvania,Northeast,PA,Pennsylvania,18800,Scranton,42089,Monroe,18301,Selective public,Selective public,Public,Four-year,Public,Selective,4683.2827,6171.3521,0,0,0,9376,4718,4.5932288,.47477064,9211.5879,68363.813,954.99017,955,12036,.21835403,42900,1291.5684,46148760,29550820,.014158918,.038038883,.027049873,.0067624683,6.3760676,11.708405,7.7519379,3.3222589,0,21.470993,57.871449,0
3487,East Tennessee State University,South,TN,Tennessee,100,Johnson City,47179,Washington,37614,Selective public,Selective public,Public,Four-year,Public,Selective,7954.4932,9982.6465,0,0,0,7667,2759,-1.3107957,.34684065,6711.48,49473.516,1034.6536,990,12766,-.45525786,34000,2031.363,139795184,113556608,.013041096,.043726027,.0083287675,.0083287675,7.3434196,24.650911,21.390728,15.298014,7.4834437,11.253807,17.201757,0
